file,File,for loops,while loops,do-while loops,total loops,total nodes,File,for/loops,while/loops,do-while/loops,total/loops,total/nodes
editor/plugins/game_view_plugin.c,editor/plugins/game_view_plugin.c,20,31,56,107,158781,editor/plugins/game_view_plugin.c,20,31,56,107,158755
scene/3d/lightmap_gi.c,scene/3d/lightmap_gi.c,33,28,105,166,476934,scene/3d/lightmap_gi.c,35,30,102,167,473198
thirdparty/libpng/pngtrans.c,thirdparty/libpng/pngtrans.c,0,0,17,17,6139,thirdparty/libpng/pngtrans.c,1,0,17,18,6058
scene/resources/3d/primitive_meshes.c,scene/resources/3d/primitive_meshes.c,25,28,109,162,575163,scene/resources/3d/primitive_meshes.c,39,28,111,178,572045
core/string/ustring.c,core/string/ustring.c,4,74,217,295,222598,core/string/ustring.c,6,29,84,119,109966
thirdparty/glslang/glslang/machineindependent/versions.c,thirdparty/glslang/glslang/MachineIndependent/Versions.c,5,4,32,41,124080,thirdparty/glslang/glslang/MachineIndependent/Versions.c,8,4,32,44,123091
editor/plugins/control_editor_plugin.c,editor/plugins/control_editor_plugin.c,39,40,93,172,218021,editor/plugins/control_editor_plugin.c,39,40,93,172,218021
thirdparty/thorvg/src/loaders/jpg/tvgjpgd.c,thirdparty/thorvg/src/loaders/jpg/tvgJpgd.c,11,19,98,128,141243,thirdparty/thorvg/src/loaders/jpg/tvgJpgd.c,17,19,98,134,140490
thirdparty/embree/kernels/common/geometry.c,thirdparty/embree/kernels/common/geometry.c,0,1,4,5,9327,thirdparty/embree/kernels/common/geometry.c,1,1,4,6,9278
thirdparty/harfbuzz/src/hb-ot-font.c,thirdparty/harfbuzz/src/hb-ot-font.c,19,83,229,331,288932,thirdparty/harfbuzz/src/hb-ot-font.c,21,83,229,333,288136
scene/3d/navigation_region_3d.c,scene/3d/navigation_region_3d.c,8,8,32,48,163848,scene/3d/navigation_region_3d.c,8,8,32,48,163848
thirdparty/embree/kernels/common/scene_triangle_mesh.c,thirdparty/embree/kernels/common/scene_triangle_mesh.c,1,8,34,43,42575,thirdparty/embree/kernels/common/scene_triangle_mesh.c,13,8,34,55,41984
editor/editor_feature_profile.c,editor/editor_feature_profile.c,35,50,130,215,265696,editor/editor_feature_profile.c,46,50,130,226,264085
modules/gdscript/language_server/gdscript_text_document.c,modules/gdscript/language_server/gdscript_text_document.c,9,9,36,54,148050,modules/gdscript/language_server/gdscript_text_document.c,15,9,36,60,144231
core/io/resource.c,core/io/resource.c,11,14,65,90,173327,core/io/resource.c,13,14,64,91,171734
editor/plugins/plugin_config_dialog.c,editor/plugins/plugin_config_dialog.c,16,4,13,33,74314,editor/plugins/plugin_config_dialog.c,22,4,13,39,73756
drivers/gles3/storage/material_storage.c,drivers/gles3/storage/material_storage.c,6,122,312,440,406969,drivers/gles3/storage/material_storage.c,19,123,311,453,404969
core/object/class_db.c,core/object/class_db.c,21,137,436,594,418060,core/object/class_db.c,22,137,436,595,415418
core/io/plist.c,core/io/plist.c,7,5,34,46,75277,core/io/plist.c,8,5,34,47,74730
modules/godot_physics_2d/godot_joints_2d.c,modules/godot_physics_2d/godot_joints_2d.c,1,0,1,2,24991,modules/godot_physics_2d/godot_joints_2d.c,2,0,1,3,24739
thirdparty/manifold/src/csg_tree.c,thirdparty/manifold/src/csg_tree.c,9,31,67,107,136291,thirdparty/manifold/src/csg_tree.c,9,31,67,107,136291
modules/gltf/extensions/gltf_light.c,modules/gltf/extensions/gltf_light.c,5,1,8,14,98246,modules/gltf/extensions/gltf_light.c,7,1,8,16,97268
thirdparty/astcenc/astcenc_image.c,thirdparty/astcenc/astcenc_image.c,0,1,14,15,12120,thirdparty/astcenc/astcenc_image.c,1,1,14,16,12102
scene/animation/animation_blend_space_2d.c,scene/animation/animation_blend_space_2d.c,8,15,63,86,217747,scene/animation/animation_blend_space_2d.c,8,15,63,86,215727
thirdparty/libwebp/src/dsp/alpha_processing_sse2.c,thirdparty/libwebp/src/dsp/alpha_processing_sse2.c,1,2,21,24,22319,thirdparty/libwebp/src/dsp/alpha_processing_sse2.c,4,2,21,27,21777
editor/plugins/style_box_editor_plugin.c,editor/plugins/style_box_editor_plugin.c,13,4,14,31,49839,editor/plugins/style_box_editor_plugin.c,13,4,14,31,49839
thirdparty/jolt_physics/jolt/physics/softbody/softbodymotionproperties.c,thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyMotionProperties.c,21,17,51,89,73813,thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyMotionProperties.c,32,17,51,100,72343
editor/plugins/node_3d_editor_plugin.c,editor/plugins/node_3d_editor_plugin.c,52,126,365,543,895030,editor/plugins/node_3d_editor_plugin.c,52,126,365,543,895030
scene/2d/skeleton_2d.c,scene/2d/skeleton_2d.c,7,8,52,67,169491,scene/2d/skeleton_2d.c,11,8,52,71,168241
editor/plugins/multimesh_editor_plugin.c,editor/plugins/multimesh_editor_plugin.c,14,11,26,51,86651,editor/plugins/multimesh_editor_plugin.c,15,11,26,52,86619
editor/plugins/animation_player_editor_plugin.c,editor/plugins/animation_player_editor_plugin.c,21,38,80,139,291259,editor/plugins/animation_player_editor_plugin.c,24,37,78,139,280576
drivers/vulkan/rendering_device_driver_vulkan.c,drivers/vulkan/rendering_device_driver_vulkan.c,68,61,307,436,358172,drivers/vulkan/rendering_device_driver_vulkan.c,88,61,307,456,353562
thirdparty/icu4c/common/uresbund.c,thirdparty/icu4c/common/uresbund.c,24,10,23,57,48933,thirdparty/icu4c/common/uresbund.c,26,10,23,59,47755
modules/jolt_physics/shapes/jolt_shape_instance_3d.c,modules/jolt_physics/shapes/jolt_shape_instance_3d.c,0,0,2,2,2948,modules/jolt_physics/shapes/jolt_shape_instance_3d.c,1,0,2,3,2938
drivers/unix/net_socket_unix.c,drivers/unix/net_socket_unix.c,6,2,7,15,26647,drivers/unix/net_socket_unix.c,8,2,7,17,26087
editor/plugins/light_occluder_2d_editor_plugin.c,editor/plugins/light_occluder_2d_editor_plugin.c,12,0,1,13,33647,editor/plugins/light_occluder_2d_editor_plugin.c,16,0,1,17,33316
servers/debugger/servers_debugger.c,servers/debugger/servers_debugger.c,10,33,84,127,104252,servers/debugger/servers_debugger.c,12,33,84,129,103406
